created,updated,model_year_id,vehicle_model_id,brand_id,brand_name,vehicle_model_name,vehicle_model_generic_name,vehicle_model_aliases,year_launched,year,year_status,discontinuation_date,year_label,vehicle_category,vehicle_type,engine_types,transmission_types,facelift,facelift_description,major_changes,remarks,brochure_pdf,brochure_download_link,price_range,region_id,region_name,country_name,region_level_guidelines,region_level_guardrails,brand_logo_url,brand_website,parent_company,brand_level_guidelines,brand_level_guardrails,oem_id,oem_name,oem_brand_awareness,oem_country_of_origin,oem_wiki_description,feature_summary,competitor_vehicles
,,,,,Yamaha,R15S,R15S,R15 S,2022,2025,Active,,2025,Passenger vehicles,Motorcycle,Petrol,Manual,No,,Single-seat version with pillion seat cover as standard,Track-focused variant of R15 V4,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/89e48fe7-c57a-485d-9ba9-d9d9454eff71-69c527c6_r15s.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/89e48fe7-c57a-485d-9ba9-d9d9454eff71-69c527c6_r15s.pdf,"min_price: 173000, max_price: 180000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha YZF-R15S is the single-seat, race-focused variant of the R15 lineup powered by the same 155cc liquid-cooled, fuel-injected, 4-stroke single-cylinder VVA engine producing 18.6 PS at 10,000 rpm and 14.1 Nm at 7,500 rpm, mated to a 6-speed gearbox with assist and slipper clutch, differentiated by the elimination of the pillion seat and grab rail for a cleaner, race-machine-inspired tail section. \n - The R15S shares the Deltabox aluminium frame, USD front forks, mono-shock rear suspension, 282 mm front disc and 220 mm rear disc with dual-channel ABS and 17-inch alloy wheels with 100/80 front and 140/70 rear tubeless tyres, delivering the same sharp handling dynamics as the full R15 V4 platform. \n - The single-seat configuration not only gives the R15S a cleaner tail section aesthetic reminiscent of MotoGP machines but also reduces marginal weight, contributing to a sharper power-to-weight feel and a more focussed visual identity suited for performance-oriented solo riders. \n - Full LED lighting, the digital instrument console with gear indicator, speed, tachometer, odometer, tripmeter, fuel level and clock, the signature aerodynamic twin-duct fairing design and VVA liquid-cooled engine are all retained from the broader R15 platform. \n - Available in Racing Blue colour with an 11-litre fuel tank and approximately 40 to 45 kmpl claimed efficiency, the R15S is priced at approximately Rs 1.71 lakh to Rs 1.78 lakh ex-showroom, making it slightly more accessible than the R15 V4 while retaining the core supersport R15 experience. \n - The R15S is the ideal choice for solo sport riders who prioritise MotoGP-inspired aesthetics, Yamaha brand value and a focussed track-day visual character over everyday pillion carrying practicality, backed by the proven liquid-cooled VVA Deltabox platform.","KTM RC 200, Honda CBR150R, Bajaj Pulsar RS200"
,,,,,Yamaha,R3,R3,YZF-R3,2015,2025,Active,,2025,Passenger vehicles,Motorcycle,Petrol,Manual,Yes,"Updated R-series styling, new electronics","New bodywork inspired by R1, slipper clutch, assist clutch",Entry-level supersport with parallel-twin engine,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/e41d585f-bd96-4ddd-a4d6-84ae1554cbf2-69c5287e_r3.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/e41d585f-bd96-4ddd-a4d6-84ae1554cbf2-69c5287e_r3.pdf,"min_price: 460000, max_price: 490000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha YZF-R3 is a middleweight fully-faired sports motorcycle powered by a 321cc liquid-cooled, fuel-injected, 4-stroke parallel twin-cylinder DOHC engine producing 42 PS at 10,750 rpm and 29.5 Nm at 9,000 rpm, paired with a 6-speed gearbox with assist and slipper clutch, delivering a genuinely thrilling high-revving twin-cylinder sports experience at an accessible price point. \n - The chassis is a steel Deltabox frame with 41 mm telescopic front forks, a preload adjustable mono-shock rear suspension, 298 mm front dual disc brakes and a 220 mm rear disc with dual-channel ABS, 17-inch alloy wheels with 110/70 front and 150/60 rear radial tyres giving it excellent stability and cornering confidence at speed. \n - The full aerodynamic fairing with twin LED headlamps, DRLs, a large aerodynamic screen and MotoGP-inspired livery options make the R3 visually one of the most dramatic motorcycles in its class, directly inspired by the YZF-R1 race machine and used in the Yamaha R3 Cup one-make racing series. \n - The fully digital instrument console shows speed, RPM, fuel gauge, gear indicator, lap timer, tripmeter and clock, while sport-focused clip-on handlebars and rear-set footpegs create an aggressive tuck position for maximum rider and motorcycle aerodynamic efficiency at speed. \n - Available in Matte Black, Racing Blue and Icon Performance liveries with a 14-litre fuel tank and approximately 26 to 30 kmpl claimed fuel efficiency, the R3 is priced at approximately Rs 4.65 lakh to Rs 4.85 lakh ex-showroom competing with KTM RC 390, BMW G310RR and Kawasaki Ninja 300. \n - The R3's twin-cylinder refinement, genuine Yamaha R3 Cup racing pedigree, assist and slipper clutch, race-inspired styling and strong Yamaha reliability make it the most balanced and motorsport-credible choice in the entry-level sports middleweight class in India.","KTM RC 390, Honda CBR300R, Kawasaki Ninja 400"
,,,,,Yamaha,MT-03,MT-03,MT03,2020,2025,Active,,2025,Passenger vehicles,Motorcycle,Petrol,Manual,Yes,"Updated headlamp, new colour options","New design language, updated ergonomics",Naked street fighter based on R3 platform,https://d24ohqpcwj3ww1.cloudfront.net/Gryd_file_system/media/document/d0079508-4b5b-4ccf-ada3-e91111a865e7-69c528ce_mt03.pdf,https://d24ohqpcwj3ww1.cloudfront.net/Gryd_file_system/media/document/d0079508-4b5b-4ccf-ada3-e91111a865e7-69c528ce_mt03.pdf,"min_price: 450000, max_price: 480000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha MT-03 is a naked street fighter derivative of the YZF-R3, sharing the same 321cc liquid-cooled parallel twin-cylinder DOHC engine producing 42 PS at 10,750 rpm and 29.5 Nm at 9,000 rpm, paired with a 6-speed gearbox with assist and slipper clutch, but wrapped in Yamaha's iconic MT series aggressive naked styling inspired by the larger MT-07 and MT-09. \n - The chassis is identical to the R3 with a steel Deltabox frame, 41 mm telescopic forks, preload adjustable mono-shock rear, 298 mm front dual discs, 220 mm rear disc and dual-channel ABS, 17-inch alloy wheels with 110/70 front and 150/60 rear radial tyres, but the MT-03 swaps the full fairing for minimalist bodywork delivering a dramatically different, aggressive streetfighter personality. \n - The signature round hexagonal LED headlamp unit with DRLs is a hallmark of the MT series design language, while the muscular fuel tank, minimal tail section and wide handlebar give the MT-03 an upright, confident and intimidating naked roadster stance distinctly unlike any other motorcycle at this price point. \n - The fully digital instrument console offers speed, tachometer, fuel gauge, gear indicator, tripmeter and clock, while the more upright ergonomics with wide handlebars and slightly rear-set footpegs strike a comfortable balance between relaxed street riding and sport-inspired dynamic control. \n - Available in Metallic Black, Cyan Storm and Ice Fluo-Vermillion colour options with a 14-litre fuel tank and approximately 25 to 28 kmpl efficiency, the MT-03 is priced at approximately Rs 4.60 lakh to Rs 4.75 lakh ex-showroom competing with KTM Duke 390, BMW G310R and Kawasaki Z400. \n - The MT-03's twin-cylinder smoothness, Yamaha MT brand heritage, accessible yet genuinely exciting power delivery and strong long-term reliability make it a compelling choice for riders transitioning from smaller displacement bikes into the middleweight naked segment.","KTM Duke 390, Honda CB300R, Kawasaki Z400"
,,,,,Yamaha,FZ25,FZ25,FZ 25,2017,2025,Active,,2025,Passenger vehicles,Motorcycle,Petrol,Manual,Yes,Updated graphics and instrument cluster,"BS6 engine, new colours",250cc naked street motorcycle,https://d24ohqpcwj3ww1.cloudfront.net/ff/media/document/ea78d030-e7e1-4bcb-87d4-02e079c3468c-69c52936_fzs-fi-series.pdf,https://d24ohqpcwj3ww1.cloudfront.net/ff/media/document/ea78d030-e7e1-4bcb-87d4-02e079c3468c-69c52936_fzs-fi-series.pdf,"min_price: 148000, max_price: 160000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha FZ25 is a quarter-litre naked street motorcycle powered by a 249cc air-cooled, fuel-injected, 4-stroke, 2-valve single-cylinder engine producing 20.8 PS at 8,000 rpm and 20.1 Nm at 6,000 rpm, paired with a 5-speed gearbox, delivering strong low and mid-range torque well suited for both city commuting and weekend highway touring. \n - The motorcycle features a steel Deltabox frame with telescopic front forks, a mono-shock rear linkage suspension, a 282 mm front disc and 220 mm rear disc brakes with single-channel ABS (front only), 17-inch alloy wheels fitted with 100/80 front and 140/60 rear tubeless tyres ensuring stable and predictable handling on Indian road conditions. \n - A fully digital LCD instrument cluster with gear position indicator, speed, RPM, fuel gauge, odometer, tripmeter and clock, along with full LED headlamp, LED tail lamp and LED indicators, make the FZ25 a well-equipped 250cc naked motorcycle with a modern technology presentation. \n - The FZ25 is engineered for long-distance comfort with a 14-litre fuel tank, a claimed efficiency of approximately 40 kmpl, a wide and comfortable seat, an upright relaxed riding ergonomy and a wide handlebar grip making it practical for commuting and interstate touring alike. \n - Available in Racing Blue, Dark Matte Blue and Metallic Black colour options, the FZ25 is priced at approximately Rs 1.35 lakh to Rs 1.40 lakh ex-showroom, competing with Hero Xtreme 250R and Suzuki Gixxer 250 in the 250cc naked segment. \n - Compared to rivals, the FZ25 stands out for its combination of accessible Yamaha reliability, a strong mid-range torque character, the practical air-cooled format eliminating coolant maintenance complexity and competitive pricing that makes 250cc performance genuinely accessible for everyday Indian riders.","Honda CB300F, KTM Duke 250, Bajaj Pulsar N250"
,,,,,Yamaha,FZS 25,FZS 25,"FZS25, FZ-S 25",2019,2025,Active,,2025,Passenger vehicles,Motorcycle,Petrol,Manual,No,,Semi-faired variant of FZ25 with sporty front cowl,Semi-faired 250cc motorcycle,https://d24ohqpcwj3ww1.cloudfront.net/ff/media/document/ea78d030-e7e1-4bcb-87d4-02e079c3468c-69c52936_fzs-fi-series.pdf,https://d24ohqpcwj3ww1.cloudfront.net/ff/media/document/ea78d030-e7e1-4bcb-87d4-02e079c3468c-69c52936_fzs-fi-series.pdf,"min_price: 152000, max_price: 165000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha FZS 25 is the premium variant of the FZ25, sharing the same 249cc air-cooled, fuel-injected, 4-stroke single-cylinder engine producing 20.8 PS at 8,000 rpm and 20.1 Nm at 6,000 rpm with 5-speed gearbox, but adding dual-channel ABS, exclusive dual-tone paint schemes and sporty decals that differentiate it from the base FZ25. \n - The cycle parts include the Deltabox steel frame, telescopic front forks, mono-shock rear, 282 mm front disc and 220 mm rear disc with dual-channel ABS as the key upgrade over the single-channel ABS of the base FZ25, 17-inch alloy wheels with 100/80 front and 140/60 rear tubeless tyres delivering improved braking confidence for mixed urban and highway use. \n - The fully digital instrument cluster with gear position indicator, full LED lighting package, USB charging port, comfortable upright ergonomics and 14-litre fuel tank with approximately 40 kmpl efficiency are all retained from the FZ25, with the FZS 25 adding visual differentiation for riders who want a more premium appearance. \n - The FZS 25 is positioned as the more complete and safety-focused choice within the FZ25 family, with dual-channel ABS providing superior rear brake modulation and improved stopping stability on varied road surfaces compared to the front-only ABS on the base FZ25. \n - Available in exclusive dual-tone colour combinations not offered on the base FZ25, the FZS 25 is priced at approximately Rs 1.41 lakh to Rs 1.47 lakh ex-showroom — a modest premium that makes the dual-channel ABS upgrade an excellent value proposition for safety-conscious quarter-litre buyers. \n - Compared with the Suzuki Gixxer 250, Hero Xtreme 250R and Honda CB200X (different segment), the FZS 25 delivers Yamaha's proven reliability, dual-channel ABS safety, 250cc performance and the practical air-cooled format, making it the preferred choice for budget-conscious buyers who don't want to compromise on braking technology.","Honda CB300F, KTM Duke 250, Bajaj Pulsar RS200"
,,,,,Yamaha,Fascino 125 Fi,Fascino 125,"Fascino, Fascino 125",2020,2025,Active,,2025,Passenger vehicles,Scooter,Petrol,Automatic,Yes,"New colours, updated graphics, Bluetooth on select variants","BS6 engine, Bluetooth connectivity, new colour options",Premium stylish scooter with retro-modern design,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cef82c23-9639-4e71-97a5-31d1eecfd351-69c529bb_fascinoS_1.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cef82c23-9639-4e71-97a5-31d1eecfd351-69c529bb_fascinoS_1.pdf,"min_price: 82000, max_price: 92000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Fascino 125 Fi is a stylish, feature-rich 125cc automatic scooter powered by a 125cc air-cooled, fuel-injected, 4-stroke, 2-valve single-cylinder engine producing 8.2 PS at 6,500 rpm and 10.3 Nm at 5,000 rpm, with Yamaha's Blue Core engine technology delivering a class-leading claimed fuel efficiency of approximately 66 kmpl. \n - Key features include a Smart Motor Generator (SMG) for silent, vibration-free starts, Bluetooth Y-Connect app connectivity for call and SMS notifications and ride statistics, a USB type-A charging port and an advanced fully digital instrument console, positioning the Fascino 125 Fi as the most technologically equipped scooter in its class. \n - The scooter rides on 12-inch alloy wheels with 90/90 front and 100/80 rear tubeless tyres, hydraulic telescopic front suspension and unit swing rear suspension, with an optional 220 mm front disc brake and rear drum with combi-brake system ensuring confident stopping performance. \n - Design highlights include Italian-inspired smooth curved styling with chrome accents, an LED headlamp with DRL, LED tail lamp, LED turn indicators, a flat floorboard, a 5.1-litre under-seat storage space and a total of 21 litres of combined storage for everyday practical urban use. \n - Available in a wide palette including Metallic Red, Cyan Blue, Matte Blue, Metallic Black, Matte Grey and Pearl White, the Fascino 125 Fi is priced at approximately Rs 82,000 to Rs 90,000 ex-showroom with variants offering disc or drum front brake options. \n - Compared to Honda Activa 125, TVS Jupiter 125 and Suzuki Access 125, the Fascino 125 Fi wins with best-in-class fuel efficiency, Bluetooth Y-Connect connectivity, Italian-inspired styling and Yamaha's reputation for long-term quality, making it the strongest technology-forward choice in the 125cc premium scooter segment.","Honda Activa 125, TVS Jupiter 125, Suzuki Access 125"
,,,,,Yamaha,Ray ZR 125 Fi,Ray ZR 125,"Ray ZR, RayZR 125",2021,2025,Active,,2025,Passenger vehicles,Scooter,Petrol,Automatic,Yes,"Street Rally edition, new graphics","BS6 FI engine, Street Rally variant, hybrid tech",Sporty street-style scooter targeting youth segment,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/c1140ddc-2543-4875-a2c6-c15105b2a35b-69c529de_ray-zr-streetrally125fihybrid.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/c1140ddc-2543-4875-a2c6-c15105b2a35b-69c529de_ray-zr-streetrally125fihybrid.pdf,"min_price: 85000, max_price: 96000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Ray ZR 125 Fi is a sporty, street-rally inspired 125cc scooter powered by a 125cc air-cooled, fuel-injected, 4-stroke Blue Core engine producing 8.2 PS at 6,500 rpm and 10.3 Nm at 5,000 rpm, with Yamaha's Smart Motor Generator (SMG) for silent starts and a claimed fuel efficiency of approximately 66 kmpl, targeting young urban buyers who want attitude and efficiency together. \n - The Ray ZR 125 Fi features Bluetooth Y-Connect app connectivity enabling call and SMS notifications and ride data access, a USB type-A charging port, a fully digital instrument console, LED headlamp, LED tail lamp and LED turn indicators, positioning it as the most tech-forward sporty 125cc scooter from a mainstream manufacturer. \n - It rides on 12-inch alloy wheels with 90/90 front and 100/80 rear tubeless tyres, telescopic front suspension and unit swing rear suspension, with an optional 220 mm front disc brake and rear drum with combi-brake system offering safe and predictable braking performance. \n - The Street Rally-inspired exterior design features dual-tone body panels, sporty graphics, an aggressive headlamp cluster with DRLs, a sporty seat design, a scoopable front apron and a compact tail section giving it a more dynamic and youthful appearance than any conventional utility scooter in the 125cc segment. \n - Available in dual-tone combinations including Matte Blue and Cyan, Metallic Red and Matte Black, with a 5.2-litre fuel tank and a lightweight 99 kg kerb weight, the Ray ZR 125 Fi is priced at approximately Rs 82,000 to Rs 88,000 ex-showroom. \n - Competing with TVS NTorq 125, Honda Dio 125 and Suzuki Avenis 125, the Ray ZR 125 Fi stands out through its Yamaha build quality, SMG silent start system, Y-Connect Bluetooth connectivity and street rally aesthetics, making it the most feature-complete sporty 125cc scooter at its price point.","TVS NTorq 125, Honda Grazia, Suzuki Avenis"
,,,,,Yamaha,Ray ZR Street Rally 125 Fi Hybrid,Ray ZR Street Rally,"Ray ZR Hybrid, Ray ZR Street Rally",2022,2025,Active,,2025,Passenger vehicles,Scooter,Petrol,Automatic,No,,"Smart Motor Generator hybrid technology, improved mileage",India's first hybrid scooter with SMG technology,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/c1140ddc-2543-4875-a2c6-c15105b2a35b-69c529de_ray-zr-streetrally125fihybrid.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/c1140ddc-2543-4875-a2c6-c15105b2a35b-69c529de_ray-zr-streetrally125fihybrid.pdf,"min_price: 90000, max_price: 100000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Ray ZR Street Rally 125 Fi Hybrid is the most advanced variant in the Ray ZR family, powered by a 125cc air-cooled, fuel-injected, 4-stroke Blue Core engine integrated with a Smart Motor Generator (SMG) hybrid system producing 8.2 PS and 10.3 Nm, delivering a class-leading claimed efficiency of approximately 66 to 70 kmpl through energy recovery during braking and deceleration. \n - The SMG hybrid system uses the generator unit to both assist engine acceleration using stored energy and recover kinetic energy during braking phases, reducing the combustion engine's load during acceleration and resulting in measurably better fuel economy and lower emissions compared to pure combustion-only scooters in this segment. \n - It features Bluetooth Y-Connect app connectivity with real-time call and SMS alerts and trip data, a fully digital instrument console showing hybrid mode status, battery charge indicator, speed, fuel level and odometer, a USB type-A charging port and full LED lighting with an LED headlamp and LED tail lamp. \n - The Street Rally styling with dual-tone aggressive graphics, sporty LED headlamp cluster with DRL, a sporty seat design and bold street rally badging make the Ray ZR Street Rally Hybrid the most visually striking variant in the 125cc scooter segment, appealing strongly to young eco-conscious urban riders. \n - It rides on 12-inch alloy wheels with 90/90 front and 100/80 rear tubeless tyres, telescopic front suspension and unit swing rear suspension, with an optional 220 mm front disc brake and rear drum with combi-brake system, and a 5.2-litre fuel tank with a 99 kg kerb weight for agile city manoeuvrability. \n - Priced at approximately Rs 86,000 to Rs 92,000 ex-showroom, the Ray ZR Street Rally 125 Fi Hybrid commands a slight premium over the non-hybrid variant and is unique in the 125cc segment for its genuine electro-mechanical hybrid technology, making it the strongest choice for eco-forward buyers who want the most advanced urban scooter in Yamaha's lineup.","TVS NTorq 125, Honda Activa 125, Suzuki Avenis"
,,,,,Yamaha,Aerox 155,Aerox 155,"Aerox, Aerox155",2021,2025,Active,,2025,Passenger vehicles,Scooter,Petrol,Automatic,No,,"155cc VVA maxi-scooter, traction control, dual-channel ABS",Premium maxi-scooter with sporty motorcycle-like performance,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cf8cb1da-3cd5-4cb1-95b6-6ef632edd60a-69c52a23_aerox.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cf8cb1da-3cd5-4cb1-95b6-6ef632edd60a-69c52a23_aerox.pdf,"min_price: 145000, max_price: 160000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Aerox 155 is a premium performance maxi-scooter powered by a 155cc liquid-cooled, fuel-injected, 4-stroke, 4-valve DOHC single-cylinder engine with Variable Valve Actuation (VVA) technology producing 15 PS at 8,000 rpm and 13.9 Nm at 6,500 rpm, paired with a CVT automatic transmission — the same engine powering the MT-15 V2 — making it the fastest and most powerful scooter in the Indian 150cc-plus segment. \n - The Aerox 155 uses a trellis-style frame as a first-in-class engineering choice for a scooter in India, with 13-inch front and 12-inch rear disc brakes with dual-channel ABS, telescopic front forks, a unit swing rear suspension and 110/70-13 front and 130/70-12 rear tubeless tyres for genuinely dynamic, scooter-defying handling. \n - Bluetooth Y-Connect app connectivity with a full-colour TFT instrument display showing speed, tachometer, fuel gauge, riding mode, VVA indicator and Bluetooth call and navigation information makes the Aerox 155 the most connected and technology-rich scooter in Yamaha's India lineup. \n - Styling derived from Yamaha's international XMAX maxi-scooter features twin LED projector headlamps, full LED lighting, a sleek aerodynamic front fairing, LED tail lamps, a keyless ignition with answer-back security and a 22.3-litre under-seat storage space accommodating a full-face helmet for practical premium usability. \n - Available in Matte Red, Matte Blue, Matte Black and Metallic Black with a 5.5-litre fuel tank offering approximately 35 to 40 kmpl efficiency and an upright sporty riding position, the Aerox 155 is priced at approximately Rs 1.44 lakh to Rs 1.58 lakh ex-showroom. \n - Compared to Aprilia SR 160 and TVS NTorq 125 Race Edition, the Aerox 155 outclasses all rivals in outright performance, premium features, XMAX-derived international styling and technology, making it the definitive performance scooter choice for buyers who want motorcycle-grade performance and features in an automatic scooter format.","TVS NTorq 125, Honda Grazia 125, Aprilia SR 160"
,,,,,Yamaha,Fascino 125 Fi Hybrid,Fascino 125 Hybrid,Fascino Hybrid,2022,2025,Active,,2025,Passenger vehicles,Scooter,Petrol,Automatic,No,,Smart Motor Generator hybrid tech added to Fascino 125,Hybrid variant of the popular Fascino 125 with improved efficiency,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cef82c23-9639-4e71-97a5-31d1eecfd351-69c529bb_fascinoS_1.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/cef82c23-9639-4e71-97a5-31d1eecfd351-69c529bb_fascinoS_1.pdf,"min_price: 86000, max_price: 96000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Fascino 125 Fi Hybrid is the eco-premium variant of the Fascino 125 lineup, powered by a 125cc air-cooled, fuel-injected Blue Core engine integrated with Yamaha's Smart Motor Generator (SMG) hybrid technology producing 8.2 PS and 10.3 Nm, delivering an exceptional claimed fuel efficiency of approximately 66 to 68 kmpl — among the best in any scooter sold in India today. \n - The SMG hybrid system captures kinetic energy during braking and deceleration, storing it to assist the engine during acceleration, which reduces fuel consumption and enables whisper-quiet, vibration-free restarts without the conventional starter motor noise associated with traditional scooters in this class. \n - Features include Bluetooth Y-Connect app connectivity with call and SMS alerts and ride data, a fully digital instrument cluster showing hybrid system status and battery charge indicator, a USB type-A charging port, full LED lighting with headlamp and DRL, LED tail lamp and LED indicators for a complete modern feature package. \n - The Fascino 125 Fi Hybrid rides on 12-inch alloy wheels with 90/90 front and 100/80 rear tubeless tyres, hydraulic telescopic front suspension and unit swing rear suspension, with an optional 220 mm front disc brake and rear drum with combi-brake system for safe and predictable braking. \n - Italian-inspired elegant styling with chrome accents, a curved sculpted body, premium instrument console placement, 21 litres of total combined storage and a 5.2-litre fuel tank with hybrid-exclusive badging make the Fascino Hybrid both a beautiful and practical urban scooter. \n - Priced at approximately Rs 84,000 to Rs 92,000 ex-showroom and competing with Honda Activa 125 H-Smart and TVS Jupiter 125 SmartXonnect, the Fascino 125 Fi Hybrid's genuine SMG hybrid technology, superior fuel efficiency and Italian-inspired styling are its primary competitive differentiators in the premium 125cc scooter segment.","Honda Activa 125, TVS Jupiter 125, Suzuki Access 125"
,,,,,Yamaha,Alpha,Alpha,Yamaha Alpha,2014,2018,Discontinued,2018,2018,Passenger vehicles,Scooter,Petrol,Automatic,No,,Economy 113cc scooter for budget segment,Discontinued budget scooter replaced by newer models,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/4f6b07e5-340b-4772-b72b-b3dc3bddeadd-69c52a76_2017-Yamaha-Alpha-YBR125-brochure.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/4f6b07e5-340b-4772-b72b-b3dc3bddeadd-69c52a76_2017-Yamaha-Alpha-YBR125-brochure.pdf,"min_price: 50000, max_price: 58000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Alpha is an entry-level 113cc automatic scooter powered by a 113cc air-cooled, 4-stroke, 2-valve single-cylinder carburetted engine producing approximately 7.1 PS at 7,500 rpm and 8.1 Nm of torque, paired with a CVT automatic transmission, designed as an affordable and reliable urban scooter for budget-conscious buyers seeking Yamaha quality at the lowest accessible price. \n - The Alpha features a conventional round headlamp, a practical underseat storage compartment, a flat floorboard for ease of boarding, telescopic front suspension and unit swing rear suspension, with a front disc or drum brake option and rear drum brake with combi-braking system for basic but safe everyday stopping performance. \n - Yamaha's Blue Core engine efficiency delivers a claimed fuel economy of approximately 55 to 60 kmpl alongside a 5.2-litre fuel tank, making the Alpha's operational costs among the lowest of any Yamaha product and especially practical for buyers in Tier 2 and Tier 3 markets where fuel cost sensitivity is high. \n - The instrument cluster is an analogue setup with speedometer, fuel gauge and warning lights reflecting the Alpha's positioning as a no-frills entry-level product, while 10-inch alloy wheels with tubeless tyres provide stable manoeuvrability in congested city traffic with minimal maintenance requirements. \n - Available in standard colour options for the entry-level scooter segment, the Alpha is primarily sold in Tier 2 and Tier 3 cities and rural markets where its affordability, Yamaha brand trust and low maintenance costs are the dominant purchase drivers. \n - Priced at approximately Rs 60,000 to Rs 67,000 ex-showroom, the Alpha competes with Honda Activa i, TVS Scooty Zest and Hero Destini 110 at the entry-level scooter end of the market, where Yamaha's engine reliability, build quality and strong dealer network give it a meaningful quality advantage over less established brands.","Honda Activa 3G, TVS Jupiter, Hero Maestro Edge"
,,,,,Yamaha,Cygnus Ray-ZR,Ray ZR,Ray ZR 110,2017,2020,Discontinued,2020,2020,Passenger vehicles,Scooter,Petrol,Automatic,No,,"Predecessor to Ray ZR 125 FI, BS4 model",BS4 version discontinued upon BS6 transition,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/bbece188-0d23-4efc-8508-660d32d7c449-69c52aa2_ray-zr-streetrally125fihybrid.pdf,https://d24ohqpcwj3ww1.cloudfront.net/gryd_file_system/media/document/bbece188-0d23-4efc-8508-660d32d7c449-69c52aa2_ray-zr-streetrally125fihybrid.pdf,"min_price: 58000, max_price: 65000",,India,India,,,,,,,,,"Yamaha Motor Co., Ltd.",,,,"The Yamaha Cygnus Ray-ZR is a sporty 113cc automatic scooter powered by a 113cc air-cooled, 4-stroke, 2-valve carburetted engine with Yamaha's Blue Core engine technology producing approximately 7.2 PS at 7,500 rpm and 8.1 Nm torque, targeting approximately 55 to 60 kmpl fuel efficiency while projecting a street-rally inspired character for younger urban riders. \n - The Ray-ZR features a sporty, muscular exterior design with bold dual-tone graphics, an aggressive headlamp, a sporty seat cowl and a dual-tone body styling that sets it visually apart from conventional utility scooters, drawing inspiration from Yamaha's global street rally scooter philosophy. \n - It rides on 10-inch alloy wheels with tubeless tyres, telescopic front forks and unit swing rear suspension, with front disc or drum brake options and a rear drum brake with combi-brake system, while the SMG (Smart Motor Generator) silent start system is available on select variants for vibration-free quiet ignition. \n - The instrument cluster is a semi-digital unit showing speed, fuel level and indicator warnings, while the flat floorboard, practical underseat storage and a 5.2-litre fuel tank make it practical alongside its sporty street-rally styling for everyday urban commuting use. \n - Available in vibrant dual-tone combinations including Cyan and Black, Red and Black and Matte Black, the Cygnus Ray-ZR is priced at approximately Rs 68,000 to Rs 76,000 ex-showroom, appealing to youth riders in Tier 1 and Tier 2 cities seeking sporty scooter aesthetics at an accessible price point. \n - Competing with TVS NTorq 125, Honda Dio 110 and Hero Destini 125, the Cygnus Ray-ZR's street-rally exterior design, Yamaha heritage, Blue Core fuel efficiency and SMG silent start on select variants give it a strong identity advantage in the competitive 110cc sporty scooter segment.","Honda Dio, TVS NTorq, Suzuki Let's"
